id,winners,losers
NA1_5354091395,"Volibear,Nocturne,Akshan,Aphelios,Nami","Gwen,Hecarim,Veigar,Jhin,Xerath"
NA1_5367030415,"Jayce,Zac,Akshan,Kaisa,Braum","Briar,Maokai,Vladimir,Ashe,Lux"
NA1_5378415957,"DrMundo,Kayn,Katarina,Twitch,Taric","Ryze,Rengar,Morgana,Kaisa,Sona"
NA1_5368039630,"Sion,Viego,Viktor,Maokai,MissFortune","Hwei,Morgana,Renekton,Pantheon,Yone"
NA1_5360693146,"Fiora,LeeSin,Syndra,KogMaw,Sona","Sett,Viego,Orianna,Yunara,Zyra"
NA1_5379112330,"RekSai,Shaco,Azir,Draven,Leona","Garen,Evelynn,AurelionSol,Rengar,Naafiri"
NA1_5372031812,"Sett,XinZhao,Zed,Ashe,Seraphine","Jax,Rengar,Ryze,Aphelios,Thresh"
NA1_5366604770,"Chogath,Vi,Fizz,Senna,Thresh","Poppy,Ivern,Vladimir,Ashe,Morgana"
NA1_5380059455,"MonkeyKing,Evelynn,Galio,Yasuo,Soraka","Garen,JarvanIV,Fizz,Hwei,Heimerdinger"
NA1_5378032578,"XinZhao,Volibear,Diana,Ziggs,Sona","Nasus,Vi,Hwei,KogMaw,Nami"
NA1_5379236019,"Yone,FiddleSticks,Aatrox,Vayne,Janna","Kayn,XinZhao,Diana,Ashe,Seraphine"
NA1_5368136431,"Yasuo,Rengar,Swain,Smolder,Senna","Aatrox,DrMundo,Malzahar,Ziggs,Nami"
NA1_5375499780,"Darius,Talon,Ahri,Hwei,Leona","Sett,Viego,Galio,MissFortune,Sylas"
NA1_5363764312,"Jhin,Yorick,Corki,Milio,Ekko","Jayce,Blitzcrank,Caitlyn,Lillia,Fiora"
NA1_5372494050,"Garen,Diana,Akali,Tristana,Nautilus","Nidalee,MonkeyKing,Jayce,Ziggs,Milio"
NA1_5355540382,"Irelia,Ekko,Hwei,Yunara,Soraka","Riven,MasterYi,Vladimir,Caitlyn,Rammus"
NA1_5347078459,"Riven,JarvanIV,TwistedFate,Jinx,Swain","Udyr,Gwen,Jayce,Twitch,Bard"
NA1_5380354360,"Chogath,TahmKench,Xerath,Aphelios,Vayne","Smolder,Yunara,Gangplank,AurelionSol,Vex"
NA1_5378487076,"Sion,Graves,Caitlyn,Zed,Jhin,Jinx,Fiora,Zeri","Xerath,Lucian,XinZhao,Azir,Rakan,Yone,Teemo,Ivern"
NA1_5247750586,"Garen,Viego,Akali,Sivir,TwistedFate","Smolder,Gwen,Galio,Ezreal,Lulu"
NA1_5378309360,"Quinn,Bard,Zyra,Yorick,Sett,Karthus,Rell,Kassadin","Varus,Yasuo,Gangplank,Vayne,Ornn,KogMaw,Gwen,Nautilus"
NA1_5373559977,"Pyke,Warwick,Ashe,Camille,LeeSin,Tristana,Warwick,Taliyah","Trundle,Ornn,Vladimir,Mel,Samira,Ashe,Draven,Aatrox"
NA1_5370440817,"Vladimir,MonkeyKing,Ziggs,Smolder,Rakan","Fiora,Viego,Ryze,Kaisa,Lulu"
NA1_5376769458,"Jinx,Kaisa,Morgana,Hecarim,Shen","Akali,Jayce,Trundle,Veigar,Malphite"
NA1_5347670996,"Rengar,Evelynn,Katarina,Samira,Thresh","Camille,Sylas,Fizz,Jhin,Soraka"
NA1_5359788202,"Kayle,MonkeyKing,Malzahar,Senna,Rakan","Mordekaiser,Graves,Syndra,Sivir,Rell"
NA1_5380341267,"Camille,LeeSin,Azir,Kaisa,Brand","Garen,Jax,Viktor,Tristana,Morgana"
NA1_5377872690,"Rengar,Thresh,MissFortune,Morgana,Ahri","Irelia,Gragas,JarvanIV,Samira,Anivia"
NA1_5346258240,"Fiora,JarvanIV,Viktor,Kalista,Bard","Gnar,Shyvana,Aurora,Kaisa,Soraka"
NA1_5379233310,"Mordekaiser,Talon,Cassiopeia,Caitlyn,Rell","Darius,Quinn,Leblanc,Smolder,Sona"
NA1_5379333140,"LeeSin,Khazix,Akali,Draven,Sona","Kayn,JarvanIV,Syndra,Vayne,Thresh"
NA1_5378194553,"Riven,Amumu,Lux,Tristana,Blitzcrank","Jax,Morgana,Irelia,MissFortune,Milio"
NA1_5373370250,"Ivern,Rengar,JarvanIV,Mel,Velkoz","Gragas,Belveth,Hwei,Samira,Alistar"
NA1_5379440040,"Rengar,DrMundo,Akali,KogMaw,Soraka","Yone,Viego,Chogath,Vayne,Mel"
NA1_5370642354,"Riven,Viego,Mel,Lux,Nautilus","Shen,Lillia,Yone,Kaisa,Sylas"
NA1_5371737597,"TwistedFate,Swain,Ahri,Rell,Rumble","JarvanIV,Corki,Sett,Kaisa,Katarina"
NA1_5369267482,"Gragas,RekSai,Yasuo,Lucian,Nami","Aurora,LeeSin,Nasus,Aphelios,Milio"
NA1_5353492286,"Singed,LeeSin,Orianna,Zeri,Lulu","Smolder,Udyr,TwistedFate,Tristana,Nautilus"
NA1_5369235433,"Aatrox,Pantheon,Orianna,Kaisa,Maokai","Urgot,JarvanIV,Ryze,Aphelios,Velkoz"
NA1_5377906392,"Kindred,Ahri,Zilean,Sion,Nami","Bard,Vayne,Varus,RekSai,Morgana"
NA1_5368767686,"Aatrox,Aurora,Tristana,Sylas,Rakan","Seraphine,Irelia,MissFortune,Galio,LeeSin"
NA1_5377831178,"Hwei,Kayle,Zed,MasterYi,Ornn","AurelionSol,Nunu,Sylas,Camille,Vayne"
NA1_5347183679,"Azir,Talon,Chogath,Yunara,Lulu","Draven,Nunu,Syndra,Lucian,Nami"
NA1_5370565639,"Galio,Thresh,Camille,Volibear,Smolder","Teemo,Viego,Anivia,Janna,Vex"
NA1_5378982723,"Kalista,Singed,Katarina,Teemo,Chogath,Yuumi,Jinx,Lillia","Renekton,Mordekaiser,Zac,Nilah,Jayce,Warwick,Karthus,Ezreal"
NA1_5356578246,"Ambessa,Diana,Irelia,Ziggs,Nautilus","Gnar,MasterYi,Jayce,Katarina,Swain"
NA1_5374051470,"Gragas,Viego,Yasuo,Jinx,Sona","Renekton,Trundle,Ryze,Yunara,Milio"
NA1_5375974328,"Kaisa,JarvanIV,Khazix,Smolder,Annie","Zeri,Sion,Renata,MissFortune,Jax"
NA1_5370423463,"Galio,Kayn,Lux,Aphelios,Sona","Shen,JarvanIV,Katarina,KogMaw,Zoe"
NA1_5353018160,"Olaf,Lillia,Zed,Yasuo,Nautilus","Pantheon,Nocturne,AurelionSol,Nilah,Neeko"
NA1_5377348980,"KSante,Lillia,Varus,Caitlyn,Bard","Urgot,Graves,Kennen,Jhin,Janna"
NA1_5358307886,"Garen,Viego,Ahri,Tristana,Leona","Camille,Kayn,Orianna,Ezreal,Taric"
NA1_5378774557,"Syndra,Ornn,Tristana,Braum,MonkeyKing","Hwei,Poppy,Viego,Corki,Rell"
NA1_5343182744,"LeeSin,Rengar,XinZhao,Sivir,Shaco","Leblanc,Kindred,Nautilus,Sett,Janna"
NA1_5373941291,"Rumble,XinZhao,Ahri,Ashe,Morgana","Aatrox,Khazix,Sylas,Jinx,Bard"
NA1_5379285194,"Aatrox,Rengar,Ekko,Jinx,Yuumi","Viego,FiddleSticks,Teemo,Ashe,Lulu"
NA1_5369488641,"Kalista,Qiyana,Orianna,Jhin,Sylas","Aurora,Graves,Yone,Caitlyn,Janna"
NA1_5361535217,"Urgot,XinZhao,Malzahar,MissFortune,Sona","Aatrox,Khazix,Viktor,Twitch,Yuumi"
NA1_5359902005,"Shen,RekSai,Anivia,Caitlyn,Zilean","Nasus,Mordekaiser,Naafiri,Veigar,Nami"
NA1_5379828387,"Gangplank,LeeSin,Ryze,Zyra,Pyke","Singed,Khazix,Veigar,Nilah,Janna"
NA1_5372555476,"Chogath,XinZhao,TwistedFate,MissFortune,Elise","Sett,Vi,Orianna,Ashe,Morgana"
NA1_5368092623,"Qiyana,Kaisa,Shen,Gwen,Neeko","Lux,Nautilus,Ivern,Aatrox,Jhin"
NA1_5379088256,"Lucian,MonkeyKing,Diana,Viego,Camille,Kayn,JarvanIV,Draven","Jayce,Talon,Rumble,Tristana,Pantheon,Veigar,LeeSin,Zed"
NA1_5374978343,"Renekton,Rengar,Anivia,Mel,Nami","Quinn,Hecarim,Cassiopeia,Twitch,Taric"
NA1_5372926965,"Zyra,Akshan,Nami,RekSai,Maokai","Gangplank,Heimerdinger,Tristana,Jax,Pantheon"
NA1_5355726064,"Vladimir,LeeSin,Leblanc,Kalista,Alistar","Jax,Viego,Yasuo,Varus,Sona"
NA1_5378925471,"Aatrox,Hecarim,Syndra,Smolder,TahmKench","Garen,Sejuani,Hwei,Aphelios,Karma"
NA1_5369680732,"Jax,Elise,Lissandra,MissFortune,Alistar","Heimerdinger,Zed,Tristana,Ziggs,Milio"
NA1_5378875753,"Nidalee,Briar,KogMaw,Velkoz,Gangplank,Corki,Illaoi,Caitlyn","Yone,Janna,Yunara,Rumble,TahmKench,Diana,Quinn,Renekton"
NA1_5376201129,"Nasus,Vi,Kassadin,Jinx,Brand","Vladimir,Sylas,Smolder,Caitlyn,Morgana"
NA1_5379103191,"Teemo,Udyr,Shen,Kaisa,Pantheon","Neeko,Xerath,Swain,MasterYi,Nidalee"
NA1_5378993179,"Lulu,XinZhao,Orianna,Varus,Thresh","KSante,Viego,Annie,Lucian,Nami"
NA1_5378621383,"Ambessa,Khazix,Taliyah,Veigar,Nami","XinZhao,Sylas,Syndra,Vayne,Rell"
NA1_5374090058,"Chogath,LeeSin,Taliyah,Kaisa,Braum","KogMaw,Briar,Syndra,Aphelios,Pyke"
NA1_5373550496,"Warwick,Kayn,Fizz,Caitlyn,Sona","Garen,JarvanIV,Aurora,Twitch,Alistar"
NA1_5380246455,"Blitzcrank,Trundle,Ziggs,Smolder,Ashe","Syndra,Khazix,Graves,Brand,Soraka"
NA1_5377355915,"Renekton,Shaco,Leblanc,Ashe,Seraphine","Sion,JarvanIV,Ryze,Lucian,Nami"
NA1_5363737171,"Mordekaiser,Hecarim,Xerath,Smolder,Nami","Cassiopeia,LeeSin,Lux,Aphelios,Thresh"
NA1_5379072787,"Chogath,Smolder,Malzahar,Yone,Vi","Gangplank,Singed,Teemo,Jayce,Veigar"
NA1_5373584111,"Shen,Zyra,Azir,Caitlyn,Milio","Fiora,Ekko,Akshan,Lucian,Nami"
NA1_5372115010,"Mordekaiser,Elise,Zoe,Jinx,Soraka","Renekton,JarvanIV,Fizz,Lucian,Morgana"
NA1_5353535748,"Cassiopeia,Warwick,Orianna,Tristana,Braum","Volibear,Nocturne,Syndra,Jhin,Blitzcrank"
NA1_5367888694,"Jax,Kayn,FiddleSticks,Xayah,Rakan","Mordekaiser,Briar,Morgana,Caitlyn,Bard"
NA1_5379772285,"Corki,Soraka,Samira,Naafiri,Ziggs,Alistar,Garen,Sion","Brand,Maokai,KogMaw,Sona,Katarina,Amumu,Gwen,Rakan"
NA1_5355040367,"Ambessa,Shaco,Zoe,Aphelios,Amumu","Camille,Graves,Ekko,Kaisa,Neeko"
NA1_5371591020,"Mordekaiser,Fiora,Viktor,Kaisa,Lulu","Singed,Shen,Jinx,Morgana,Darius"
NA1_5368422112,"KSante,Udyr,Kaisa,Jinx,Bard","Jax,FiddleSticks,Viego,Tristana,Yuumi"
NA1_5361735561,"Riven,Sylas,Qiyana,Jinx,Braum","Aurora,Nocturne,Ryze,Lucian,Thresh"
NA1_5368005023,"KSante,XinZhao,Malzahar,Sivir,Lulu","Fiora,Ambessa,Ahri,Ezreal,Sona"
NA1_5374096799,"Karthus,Volibear,Zed,Yunara,Lulu","Malphite,Udyr,TwistedFate,Aphelios,Janna"
NA1_5378659046,"Garen,Nocturne,Zed,Mel,Sona","KSante,Ekko,Yone,Draven,Yuumi"
NA1_5371892547,"Jayce,Brand,Lissandra,Draven,Thresh","Ambessa,Vi,Twitch,Ezreal,Soraka"
NA1_5369872292,"Fiora,Diana,Smolder,Seraphine,Heimerdinger","KSante,Elise,Sylas,Yasuo,Hwei"
NA1_5368114444,"Karma,Shaco,Aphelios,Veigar,Galio","Chogath,Quinn,Soraka,Xayah,Nunu"
NA1_5363901170,"Ambessa,Qiyana,Leblanc,Yunara,Nautilus","Kayle,LeeSin,Ryze,Kaisa,Thresh"
NA1_5361984654,"Sett,Ivern,Ryze,Tristana,Poppy","Malphite,Sylas,Yasuo,Yunara,Brand"
NA1_5374706528,"Jax,Ambessa,Syndra,Sivir,Zyra","Jayce,Trundle,Azir,Kaisa,Leona"
NA1_5378146371,"Heimerdinger,Diana,Yasuo,Jinx,Mordekaiser","Draven,Sylas,Nami,Leona,Jhin"
NA1_5376138899,"Shen,Elise,Ekko,Zeri,Karma","Kled,Diana,Morgana,Lucian,Amumu"
NA1_5351872638,"Jax,Viego,Aurora,Senna,Soraka","Rumble,LeeSin,Irelia,Smolder,Nami"
NA1_5362568285,"Malphite,Sylas,LeeSin,Samira,Nautilus","Jax,XinZhao,Yasuo,Ahri,Pyke"
NA1_5378872648,"Riven,Kayn,Qiyana,MissFortune,Pyke","Sett,Diana,Zed,Draven,Sona"
NA1_5379299997,"Briar,Illaoi,Briar,Urgot,Shen,Lucian,RekSai,Yasuo","Ambessa,Aurora,Shaco,Kalista,Nasus,Ambessa,Gragas,Shyvana"
NA1_5375512301,"Velkoz,JarvanIV,Galio,Smolder,Seraphine","Shen,Briar,Yasuo,Hwei,Sylas"
NA1_5365229612,"Galio,Malphite,Renekton,Alistar,Lucian,Blitzcrank,Twitch,Jhin","Viktor,Taric,XinZhao,Vi,Lulu,Nidalee,Senna,Camille"
NA1_5360252026,"Mordekaiser,Kayn,Yasuo,Yunara,Nami","Teemo,Hecarim,Galio,Jinx,JarvanIV"
NA1_5356157621,"Kled,Zed,TwistedFate,Lux,Karma","Rumble,JarvanIV,Yunara,Kaisa,Nautilus"
NA1_5250612734,"Camille,Darius,Anivia,Aphelios,Yuumi","Singed,Lillia,Zed,Tristana,Xerath"
NA1_5379086040,"Sejuani,Vi,Taliyah,Jinx,Braum","Shen,LeeSin,Zoe,Varus,Zyra"
NA1_5374944756,"Ornn,Qiyana,Lux,Vayne,Veigar","Mordekaiser,Amumu,Malphite,Caitlyn,Blitzcrank"
NA1_5377971127,"Blitzcrank,Zeri,Nasus,Thresh,Draven","Annie,Swain,Vayne,Ashe,Jax"
NA1_5345942121,"Illaoi,Karthus,Nocturne,Lucian,Pyke","Darius,LeeSin,Malzahar,Jhin,Leona"
NA1_5376243508,"Sion,Tristana,Briar,DrMundo,Kaisa,Ahri,Alistar,Malzahar","Galio,Singed,Darius,Ornn,Aatrox,Shyvana,Vex,Smolder"
NA1_5372627566,"Vladimir,Shaco,Aurora,Lucian,Milio","DrMundo,Elise,Morgana,Smolder,Nami"
NA1_5361706747,"Sion,Kayn,Rumble,Varus,Rell","Gragas,Viego,Kassadin,Ashe,Thresh"
NA1_5318127933,"Ambessa,JarvanIV,Orianna,Sivir,Zilean","KSante,MonkeyKing,Ahri,Lux,Kennen"
NA1_5376307161,"Brand,Nidalee,Irelia,Heimerdinger,Samira","Ekko,Jhin,Jinx,Sylas,Orianna"
NA1_5379229648,"DrMundo,Zed,Vladimir,Smolder,Nami","Renekton,Belveth,Vex,Seraphine,Soraka"
NA1_5370088804,"Kennen,Khazix,Galio,Ashe,Seraphine","Ornn,Diana,Leblanc,Jinx,Shen"
NA1_5371514606,"Ornn,Smolder,Chogath,Lissandra,Senna","MissFortune,Soraka,Kayle,Corki,Aatrox"
NA1_5368285992,"Sett,Lillia,Zoe,Caitlyn,Sona","Jax,Darius,Cassiopeia,Sivir,Soraka"
NA1_5358517110,"Trundle,Zyra,Yone,Twitch,Nautilus","Gangplank,Vi,Akali,Tristana,Skarner"
NA1_5379324528,"Blitzcrank,Renata,Anivia,Nidalee,XinZhao","Elise,Draven,Morgana,Smolder,Sylas"
NA1_5372580562,"Olaf,Nautilus,Morgana,Jhin,Qiyana,Malzahar,Milio,Malphite","Gragas,Vladimir,Teemo,Irelia,Chogath,Garen,Jinx,Alistar"
NA1_5370532485,"Nasus,RekSai,Diana,Ashe,Janna","Tryndamere,JarvanIV,Sylas,Kaisa,Thresh"
NA1_5377738708,"Rammus,Shen,Vayne,JarvanIV,KogMaw","Orianna,Sion,Rumble,Lucian,Rengar"
NA1_5371221399,"Yone,Sylas,Taliyah,Tristana,Shaco","Renekton,Kayn,Smolder,Swain,Soraka"
NA1_5378543499,"Kayle,Volibear,Ahri,Ashe,Nautilus","Ambessa,Trundle,Taliyah,Xayah,Rakan"
NA1_5347680376,"Malphite,Evelynn,Lissandra,Aphelios,Lulu","Malzahar,Talon,Jayce,Twitch,Pyke"
NA1_5367598806,"Jax,Viego,Taliyah,Draven,Xerath","Ambessa,Ivern,Diana,Smolder,Blitzcrank"
NA1_5365241925,"Nasus,FiddleSticks,Ryze,Ezreal,Morgana","Olaf,JarvanIV,Singed,Yunara,Thresh"
NA1_5378469815,"Velkoz,Morgana,Veigar,MonkeyKing,Tristana","Tryndamere,Lucian,Mel,Alistar,Renata"
NA1_5378724356,"Vladimir,Talon,Sylas,Draven,Pyke","Ornn,Rengar,Diana,Vayne,Nautilus"
NA1_5362669630,"Vladimir,Viego,Malzahar,Smolder,Nautilus","Sion,Ekko,Cassiopeia,Aphelios,Janna"
NA1_5366511031,"Taliyah,Karma,Ahri,Samira,Mel,Viego,Sivir,MissFortune","Twitch,KSante,Udyr,Ahri,Zed,Trundle,LeeSin,Milio"
NA1_5364327394,"Viego,Trundle,Xerath,Soraka,Sona","Gnar,Kayn,Mel,Draven,Leona"
NA1_5352922578,"Yorick,Nidalee,Azir,Jhin,Pantheon","Udyr,Ekko,Yone,Sivir,Nautilus"
NA1_5379338276,"Mordekaiser,FiddleSticks,Akshan,Caitlyn,Milio","Ornn,Khazix,Hwei,Ashe,Lulu"
NA1_5365687533,"XinZhao,Hecarim,Ryze,KogMaw,Shaco","Ornn,Naafiri,Orianna,Tristana,Taric"
NA1_5363094317,"Mordekaiser,Volibear,Qiyana,Aphelios,Thresh","Malphite,Kayn,Akshan,Swain,Neeko"
NA1_5380009469,"Nidalee,Elise,Vex,Lucian,Pyke","Aatrox,MonkeyKing,Leblanc,Sivir,Kennen"
NA1_5380280700,"TwistedFate,Kindred,Yone,Kalista,Janna","Irelia,Sylas,Aurora,Senna,Karma"
NA1_5370869843,"Malphite,Kindred,Yasuo,Twitch,Shaco","Yone,Rengar,Katarina,Tristana,Ivern"
NA1_5362534821,"Jax,Taliyah,Zoe,KogMaw,Viego","Darius,Graves,Veigar,Lucian,Nautilus"
NA1_5377925723,"Malphite,Rengar,Yorick,Zeri,Pantheon","Riven,JarvanIV,KogMaw,Vayne,Xerath"
NA1_5378892980,"Ambessa,Zed,Akali,Kaisa,Amumu","Rumble,Hecarim,Irelia,Seraphine,Senna"
NA1_5379108407,"DrMundo,Chogath,Kayle,Jhin,Pantheon","Vladimir,Lillia,Zed,Kaisa,Jax"
NA1_5378948706,"Nilah,Katarina,Rammus,Volibear,Nidalee,Zoe,Urgot,Nasus","Vi,Hwei,Senna,KSante,Skarner,Warwick,Kaisa,Khazix"
NA1_5377845539,"Jax,Pantheon,Yasuo,Ornn,Ornn,Ekko,Kindred,Fiora","Smolder,Blitzcrank,Zilean,Pyke,Gwen,Heimerdinger,Katarina,Malzahar"
NA1_5372241175,"Poppy,Nocturne,Mel,Sivir,Braum","Ornn,Khazix,XinZhao,Ziggs,MissFortune"
NA1_5375945518,"Swain,Varus,KSante,Mel,Ashe","Velkoz,JarvanIV,Gragas,Nilah,Kayn"
NA1_5373474124,"Sett,Teemo,Mel,Sivir,Bard","Garen,Briar,Hwei,Caitlyn,Lux"
NA1_5362659977,"RekSai,Trundle,Corki,Karthus,Leona","Riven,Udyr,Zoe,Kaisa,Maokai"
NA1_5370946689,"Riven,Hecarim,FiddleSticks,KogMaw,Karma","Vladimir,Sylas,Corki,Ashe,Galio"
NA1_5353513780,"Quinn,Nautilus,Syndra,Kaisa,Rell","Jax,Warwick,Lux,Yunara,Thresh"
NA1_5363236059,"Zoe,Caitlyn,Twitch,Shyvana,Graves,Smolder,Gangplank,Nidalee","Gragas,Anivia,Twitch,Teemo,Renekton,Renekton,Jhin,Annie"
NA1_5372995751,"Kayle,Amumu,Malphite,Aphelios,Karma","Sett,Khazix,Malzahar,Caitlyn,Lux"
NA1_5378947719,"Vayne,DrMundo,Azir,Draven,Milio","Sion,Gwen,Malzahar,Jinx,Sona"
NA1_5378643317,"Udyr,Ashe,Yunara,Naafiri,Ivern,Taric,Diana,TwistedFate","Qiyana,Renata,Evelynn,Yone,Galio,Gwen,Akali,Lillia"
NA1_5371050106,"TahmKench,Briar,TwistedFate,Kaisa,Nautilus","Singed,Diana,Akshan,Lucian,Poppy"
NA1_5366937302,"Mordekaiser,RekSai,Zoe,Aphelios,Rell","Kayle,Belveth,Syndra,Jhin,Bard"
NA1_5369807599,"Sion,Taliyah,Pantheon,Vayne,Soraka","Sett,LeeSin,Hwei,Sivir,Varus"
NA1_5368032777,"Sion,Graves,Morgana,Caitlyn,Elise","Ambessa,Olaf,TwistedFate,Ashe,Bard"
NA1_5367071707,"Darius,Karthus,Jayce,Xayah,Sona","Sion,Lillia,Corki,Vayne,Xerath"
NA1_5376382529,"Yone,Nocturne,Nasus,Ziggs,Pyke","LeeSin,Elise,Hwei,Draven,Rakan"
NA1_5364976195,"Garen,Ekko,Ezreal,Varus,Karma","Pantheon,Naafiri,Taliyah,Sivir,Teemo"
NA1_5353089385,"Galio,Karma,Yunara,Kindred,Gnar","Lissandra,KogMaw,Mordekaiser,Jhin,Anivia"
NA1_5349397121,"Yasuo,Hecarim,Ekko,Yunara,Nautilus","Sett,Sylas,Zed,Corki,Rakan"
NA1_5374910058,"Garen,Nunu,Akali,Kaisa,Thresh","Sion,Taliyah,Zed,Jinx,Sylas"
NA1_5377788430,"Riven,Elise,Zed,Varus,Janna","Shen,Talon,Syndra,Mel,Lux"
NA1_5346854133,"Gnar,Hecarim,Vladimir,Lux,Bard","Sett,Nautilus,Ahri,Varus,Elise"
NA1_5378075129,"KSante,LeeSin,Taliyah,Jhin,Leona","Fiora,Qiyana,Hwei,Kaisa,Morgana"
NA1_5364073692,"Ezreal,Quinn,Sylas,Xayah,Shen","Mordekaiser,LeeSin,Zyra,Caitlyn,Brand"
NA1_5380213433,"Fiora,Zac,Zoe,Corki,Blitzcrank","Riven,Gwen,Ahri,Ashe,Karma"
NA1_5372961334,"Singed,Ekko,Galio,Xayah,Rakan","Ambessa,Trundle,TwistedFate,Kaisa,Zilean"
NA1_5374608663,"Mordekaiser,Sylas,Zed,Draven,Leona","Sion,Zyra,Katarina,Twitch,Zilean"
NA1_5380268806,"Mordekaiser,Diana,Yasuo,Ashe,Renata","Ambessa,MasterYi,Lux,Lucian,Taric"
NA1_5370317637,"Vladimir,Zac,Smolder,Twitch,Rakan","Diana,Hecarim,Yasuo,Tristana,Milio"
NA1_5369390038,"Yorick,Trundle,Viktor,Xayah,Soraka","Camille,JarvanIV,Syndra,Ezreal,Karma"
NA1_5373529839,"Nasus,Karthus,Qiyana,Jinx,Alistar","Lissandra,RekSai,Diana,Samira,Rell"
NA1_5367851017,"Darius,Volibear,Akali,Vayne,Zilean","Sett,Zed,Mel,Lucian,Lux"
NA1_5359374935,"Anivia,Pantheon,Talon,Velkoz,Senna","Annie,Mordekaiser,Syndra,Jhin,Swain"
NA1_5372423532,"Leona,Lux,Gragas,Smolder,Teemo,Zilean,Vladimir,Kassadin","MonkeyKing,Darius,Ashe,Zed,TahmKench,Renata,Sett,Fiora"
NA1_5363759133,"Mordekaiser,Hecarim,Irelia,Lucian,Nami","Olaf,Sylas,Katarina,MissFortune,Nautilus"
NA1_5338761887,"Fiora,Amumu,Mel,Vayne,Sona","Sett,Olaf,Galio,Kaisa,Rell"
NA1_5377334706,"Vex,MissFortune,Zoe,Neeko,Yone","Lucian,Milio,Shen,Xayah,Anivia"
NA1_5363770971,"Volibear,Shen,Twitch,Vayne,Thresh","Sett,Zed,Syndra,Kaisa,Rell"
NA1_5367586276,"Jax,Rengar,Sylas,Corki,Thresh","Gangplank,XinZhao,Aurora,Draven,Pyke"
NA1_5368086288,"Urgot,Sylas,Ahri,Aphelios,Leona","Ornn,Skarner,Kaisa,Samira,Nautilus"
NA1_5363688177,"Urgot,Ekko,Akali,MissFortune,Rell","Jayce,Zed,Sylas,Lucian,Braum"
NA1_5367933323,"Fiora,Kindred,Akali,Lucian,Braum","Malphite,RekSai,Hwei,Ezreal,Bard"
NA1_5360164863,"Aatrox,Diana,Ekko,Yasuo,Senna","Rumble,Volibear,Yone,Tristana,Rell"
NA1_5372984343,"Aatrox,Nocturne,Vex,Jinx,Akshan","Malphite,Khazix,Yasuo,Twitch,Blitzcrank"
NA1_5248372903,"Ornn,Kindred,Akali,Tristana,Sona","Volibear,Amumu,Sylas,Rell,Jinx"
NA1_5379027919,"Viktor,XinZhao,Jhin,Sion,Khazix,Yone,Neeko,Zed","Leblanc,Thresh,Sion,Rengar,Chogath,Maokai,Ahri,Seraphine"
NA1_5358213500,"Vladimir,Rammus,Kayle,Yunara,Braum","Darius,XinZhao,Ryze,Aphelios,Janna"
NA1_5376525061,"Viego,Kindred,Nami,Brand,JarvanIV","Sett,Mel,Kaisa,Smolder,Jayce"
NA1_5366623338,"Camille,Rengar,Morgana,Caitlyn,Leona","Ambessa,Vi,Kassadin,Ezreal,Zilean"
NA1_5377735016,"Jhin,Lissandra,Taric,Gwen,Velkoz","Rumble,Akshan,Zed,Smolder,Shyvana"
NA1_5365858289,"KogMaw,Ivern,Tryndamere,Lillia,Smolder,Lulu,Ezreal,Zilean","Zac,Talon,Volibear,Gragas,Ziggs,Fizz,Sylas,Caitlyn"
NA1_5371405796,"Darius,Gwen,Fizz,Smolder,Bard","Tryndamere,Kayn,Xerath,Jinx,Taric"
NA1_5348609393,"Teemo,Khazix,Katarina,Jinx,Braum","Aurora,Nautilus,Vladimir,Yunara,Janna"
NA1_5367011241,"Darius,JarvanIV,Yasuo,Velkoz,Xerath","Pantheon,Viego,Fizz,Ashe,Neeko"
NA1_5367434072,"Jayce,Qiyana,Seraphine,Lucian,Yuumi","Gwen,Kayn,Sylas,Ezreal,Rell"
NA1_5374384653,"Sett,Warwick,MasterYi,Samira,Zilean","Tryndamere,Trundle,Kassadin,Lucian,Renata"
NA1_5377912211,"Riven,Volibear,Syndra,Ashe,Nami","MonkeyKing,Nidalee,Corki,Twitch,Rakan"
NA1_5374068488,"FiddleSticks,Samira,Karma,Velkoz,Ahri","Amumu,Thresh,KogMaw,Kayn,Caitlyn"
NA1_5355708100,"Poppy,Kindred,Kassadin,Vayne,Alistar","Singed,Rengar,Yunara,Hwei,Brand"
NA1_5366175741,"Irelia,Qiyana,Viktor,Mel,Alistar","Singed,Belveth,Hwei,Jhin,Nautilus"
NA1_5379170720,"KSante,Hecarim,Corki,Mel,Soraka","Kayle,Graves,Kassadin,Twitch,Thresh"
NA1_5370271450,"Mordekaiser,Rengar,Quinn,Twitch,Mel","Zac,Nilah,Akali,Corki,Pantheon"
NA1_5361300977,"Renekton,XinZhao,Kassadin,Aphelios,Karma","Mordekaiser,Zyra,Sylas,Vayne,Nami"
NA1_5336436031,"Renekton,Viego,Orianna,Senna,Bard","Urgot,Shaco,Ahri,Aphelios,Milio"
NA1_5371588691,"Darius,Zyra,Neeko,KogMaw,Fizz","Kayle,Swain,Samira,Chogath,Orianna"
NA1_5356097876,"Gragas,XinZhao,Akali,Yunara,Lulu","Garen,Diana,Ekko,KogMaw,Karma"
NA1_5377795409,"Gragas,Talon,Vex,Jinx,Lulu","Urgot,JarvanIV,Hwei,Zeri,Neeko"
NA1_5376720204,"Ziggs,Ambessa,RekSai,Ryze,Nunu,Ornn,Brand,Brand","Aatrox,Ornn,Trundle,Nidalee,Ryze,Gnar,Seraphine,Janna"
